time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-08 00:00:00+00:00,2,2,24,3
2024-05-09 00:00:00+00:00,2,2,53,7
2024-05-10 00:00:00+00:00,5,2,17,5
2024-05-11 00:00:00+00:00,1,1,22,6
2024-05-12 00:00:00+00:00,6,3,1,1
2024-05-13 00:00:00+00:00,8,3,67,11
2024-05-14 00:00:00+00:00,6,2,40,11
2024-05-15 00:00:00+00:00,7,3,24,11
2024-05-16 00:00:00+00:00,2,2,103,8
2024-05-17 00:00:00+00:00,5,2,46,12
2024-05-18 00:00:00+00:00,1,1,1,1
2024-05-19 00:00:00+00:00,5,2,6,2
2024-05-20 00:00:00+00:00,6,2,64,13
2024-05-21 00:00:00+00:00,1,1,9,5
