time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-11 00:00:00+00:00,13,4,1,1
2026-08-12 00:00:00+00:00,4,4,4,3
2026-08-13 00:00:00+00:00,11,6,0,0
2026-08-14 00:00:00+00:00,195,162,0,0
2026-08-15 00:00:00+00:00,321,287,1,1
2026-08-16 00:00:00+00:00,4,4,2,2
2026-08-17 00:00:00+00:00,3,3,0,0
2026-08-18 00:00:00+00:00,1,1,1,1
2026-08-19 00:00:00+00:00,3,3,2,2
2026-08-20 00:00:00+00:00,9,7,1,1
2026-08-21 00:00:00+00:00,1,1,0,0
2026-08-22 00:00:00+00:00,1,1,3,3
2026-08-23 00:00:00+00:00,9,4,0,0
2026-08-24 00:00:00+00:00,2,2,3,1
