time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-21 00:00:00+00:00,4,3,8,4
2024-01-22 00:00:00+00:00,2,2,5,2
2024-01-23 00:00:00+00:00,1,1,98,1
2024-01-24 00:00:00+00:00,1,1,1,1
2024-01-25 00:00:00+00:00,1,1,5,2
2024-01-26 00:00:00+00:00,1,1,5,2
2024-01-27 00:00:00+00:00,1,1,1,1
2024-01-28 00:00:00+00:00,1,1,44,4
2024-01-29 00:00:00+00:00,4,3,3,2
2024-01-30 00:00:00+00:00,1,1,7,3
2024-01-31 00:00:00+00:00,1,1,1,1
2024-02-01 00:00:00+00:00,1,1,3,2
2024-02-02 00:00:00+00:00,1,1,7,2
