time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-13 00:00:00+00:00,4,4,11,5
2025-12-14 00:00:00+00:00,2,2,1,1
2025-12-15 00:00:00+00:00,8,4,4,3
2025-12-16 00:00:00+00:00,9,5,4,1
2025-12-17 00:00:00+00:00,8,4,6,2
2025-12-18 00:00:00+00:00,2,2,5,4
2025-12-19 00:00:00+00:00,10,6,2,1
2025-12-20 00:00:00+00:00,13,5,2,1
2025-12-21 00:00:00+00:00,10,5,2,1
2025-12-22 00:00:00+00:00,9,5,4,2
2025-12-23 00:00:00+00:00,3,3,5,3
2025-12-24 00:00:00+00:00,12,5,3,2
2025-12-25 00:00:00+00:00,10,3,8,2
2025-12-26 00:00:00+00:00,12,5,1,1
