time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-10 00:00:00+00:00,1,1,6,4
2023-10-11 00:00:00+00:00,1,1,37,5
2023-10-12 00:00:00+00:00,2,2,5,3
2023-10-13 00:00:00+00:00,1,1,31,4
2023-10-14 00:00:00+00:00,1,1,3,1
2023-10-15 00:00:00+00:00,1,1,4,3
2023-10-16 00:00:00+00:00,2,2,59,4
2023-10-17 00:00:00+00:00,2,2,15,4
2023-10-18 00:00:00+00:00,1,1,6,3
2023-10-19 00:00:00+00:00,2,2,20,5
2023-10-20 00:00:00+00:00,3,3,34,4
2023-10-21 00:00:00+00:00,2,2,9,1
2023-10-22 00:00:00+00:00,1,1,7,3
2023-10-23 00:00:00+00:00,3,2,12,3
