time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-25 00:00:00+00:00,2,2,5,4
2023-04-26 00:00:00+00:00,4,3,36,11
2023-04-27 00:00:00+00:00,2,2,3,3
2023-04-28 00:00:00+00:00,4,3,24,6
2023-04-29 00:00:00+00:00,3,3,35,8
2023-04-30 00:00:00+00:00,3,3,16,14
2023-05-01 00:00:00+00:00,5,4,12,10
2023-05-02 00:00:00+00:00,3,3,18,11
2023-05-03 00:00:00+00:00,2,2,14,11
2023-05-04 00:00:00+00:00,2,2,15,10
2023-05-05 00:00:00+00:00,3,3,17,4
2023-05-06 00:00:00+00:00,2,2,14,10
2023-05-07 00:00:00+00:00,2,2,20,12
2023-05-08 00:00:00+00:00,1,1,11,9
