time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-31 00:00:00+00:00,2.0,1.0,5,2
2024-09-01 00:00:00+00:00,4.0,1.0,1,1
2024-09-02 00:00:00+00:00,3.0,2.0,10,5
2024-09-04 00:00:00+00:00,1.0,1.0,7,4
2024-09-05 00:00:00+00:00,,,13,4
2024-09-06 00:00:00+00:00,1.0,1.0,8,5
2024-09-07 00:00:00+00:00,,,21,2
2024-09-08 00:00:00+00:00,1.0,1.0,17,4
2024-09-09 00:00:00+00:00,,,6,4
2024-09-10 00:00:00+00:00,1.0,1.0,1,1
2024-09-11 00:00:00+00:00,3.0,1.0,20,6
2024-09-12 00:00:00+00:00,,,11,2
2024-09-13 00:00:00+00:00,,,13,4
