time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-08 00:00:00+00:00,1,1,53.0,5.0
2023-12-09 00:00:00+00:00,1,1,,
2023-12-10 00:00:00+00:00,2,2,8.0,2.0
2023-12-11 00:00:00+00:00,2,2,8.0,4.0
2023-12-12 00:00:00+00:00,3,3,12.0,6.0
2023-12-13 00:00:00+00:00,1,1,23.0,4.0
2023-12-14 00:00:00+00:00,1,1,42.0,3.0
2023-12-15 00:00:00+00:00,1,1,6.0,3.0
2023-12-16 00:00:00+00:00,1,1,39.0,4.0
2023-12-17 00:00:00+00:00,1,1,44.0,5.0
2023-12-18 00:00:00+00:00,3,3,28.0,9.0
2023-12-19 00:00:00+00:00,1,1,8.0,2.0
2023-12-20 00:00:00+00:00,1,1,8.0,4.0
2023-12-21 00:00:00+00:00,1,1,3.0,2.0
