time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-23 00:00:00+00:00,3,3,10,3
2023-02-24 00:00:00+00:00,2,2,5,3
2023-02-25 00:00:00+00:00,5,4,7,2
2023-02-26 00:00:00+00:00,2,2,2,1
2023-02-27 00:00:00+00:00,3,3,19,4
2023-02-28 00:00:00+00:00,2,2,10,6
2023-03-01 00:00:00+00:00,4,4,4,4
2023-03-02 00:00:00+00:00,8,5,13,7
2023-03-03 00:00:00+00:00,2,2,8,2
2023-03-04 00:00:00+00:00,4,3,7,4
2023-03-05 00:00:00+00:00,3,3,7,3
2023-03-06 00:00:00+00:00,4,3,8,3
2023-03-07 00:00:00+00:00,5,4,8,4
2023-03-08 00:00:00+00:00,1,1,9,5
