time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-23 00:00:00+00:00,3,3,5,3
2025-12-24 00:00:00+00:00,12,5,3,2
2025-12-25 00:00:00+00:00,10,3,8,2
2025-12-26 00:00:00+00:00,12,5,1,1
2025-12-27 00:00:00+00:00,17,6,9,8
2025-12-28 00:00:00+00:00,20,7,2,1
2025-12-29 00:00:00+00:00,8,4,0,0
2025-12-30 00:00:00+00:00,10,7,0,0
2025-12-31 00:00:00+00:00,11,6,1,1
2026-01-01 00:00:00+00:00,5,5,0,0
2026-01-02 00:00:00+00:00,8,4,0,0
2026-01-03 00:00:00+00:00,11,7,0,0
2026-01-04 00:00:00+00:00,13,5,4,3
2026-01-05 00:00:00+00:00,7,3,7,6
