time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-06 00:00:00+00:00,10,5,2,2
2026-06-07 00:00:00+00:00,13,4,0,0
2026-06-08 00:00:00+00:00,23,10,0,0
2026-06-09 00:00:00+00:00,20,7,2,2
2026-06-10 00:00:00+00:00,13,7,2,1
2026-06-11 00:00:00+00:00,10,4,0,0
2026-06-12 00:00:00+00:00,15,5,3,2
2026-06-13 00:00:00+00:00,25,10,2,2
2026-06-14 00:00:00+00:00,34,11,9,3
2026-06-15 00:00:00+00:00,15,6,0,0
2026-06-16 00:00:00+00:00,27,9,0,0
2026-06-17 00:00:00+00:00,14,5,1,1
2026-06-18 00:00:00+00:00,21,5,0,0
2026-06-19 00:00:00+00:00,38,8,0,0
