time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-23 00:00:00+00:00,1,1,13,7
2024-05-24 00:00:00+00:00,1,1,31,4
2024-05-25 00:00:00+00:00,2,2,5,3
2024-05-26 00:00:00+00:00,1,1,16,3
2024-05-27 00:00:00+00:00,5,2,63,8
2024-05-28 00:00:00+00:00,1,1,36,10
2024-05-29 00:00:00+00:00,2,2,12,3
2024-05-30 00:00:00+00:00,7,3,32,5
2024-05-31 00:00:00+00:00,5,2,2,1
2024-06-01 00:00:00+00:00,1,1,23,3
2024-06-02 00:00:00+00:00,6,2,6,3
2024-06-03 00:00:00+00:00,9,4,10,2
2024-06-04 00:00:00+00:00,3,3,99,8
2024-06-05 00:00:00+00:00,1,1,3,2
