time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-29 00:00:00+00:00,2.0,2.0,16,7
2023-06-30 00:00:00+00:00,1.0,1.0,9,2
2023-07-01 00:00:00+00:00,4.0,4.0,1,1
2023-07-02 00:00:00+00:00,1.0,1.0,9,4
2023-07-03 00:00:00+00:00,2.0,2.0,2,2
2023-07-04 00:00:00+00:00,1.0,1.0,2,1
2023-07-05 00:00:00+00:00,1.0,1.0,4,1
2023-07-06 00:00:00+00:00,1.0,1.0,10,2
2023-07-07 00:00:00+00:00,1.0,1.0,2,2
2023-07-08 00:00:00+00:00,1.0,1.0,158,2
2023-07-09 00:00:00+00:00,1.0,1.0,8,5
2023-07-10 00:00:00+00:00,5.0,4.0,19,9
2023-07-11 00:00:00+00:00,2.0,2.0,58,9
2023-07-12 00:00:00+00:00,,,49,8
