time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-08 00:00:00+00:00,2,2,4.0,2.0
2023-08-09 00:00:00+00:00,1,1,44.0,3.0
2023-08-10 00:00:00+00:00,2,2,7.0,2.0
2023-08-11 00:00:00+00:00,1,1,17.0,3.0
2023-08-12 00:00:00+00:00,1,1,1.0,1.0
2023-08-13 00:00:00+00:00,2,2,1.0,1.0
2023-08-14 00:00:00+00:00,2,2,7.0,2.0
2023-08-15 00:00:00+00:00,1,1,24.0,3.0
2023-08-16 00:00:00+00:00,3,3,18.0,4.0
2023-08-17 00:00:00+00:00,2,2,15.0,5.0
2023-08-18 00:00:00+00:00,2,2,3.0,3.0
2023-08-19 00:00:00+00:00,1,1,,
2023-08-20 00:00:00+00:00,1,1,16.0,3.0
2023-08-21 00:00:00+00:00,4,4,3.0,1.0
