time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-03 00:00:00+00:00,,,122,4
2024-07-04 00:00:00+00:00,6.0,2.0,26,4
2024-07-05 00:00:00+00:00,,,35,15
2024-07-06 00:00:00+00:00,,,9,3
2024-07-07 00:00:00+00:00,,,4,3
2024-07-08 00:00:00+00:00,2.0,2.0,36,6
2024-07-09 00:00:00+00:00,,,9,5
2024-07-10 00:00:00+00:00,,,24,5
2024-07-11 00:00:00+00:00,,,5,3
2024-07-12 00:00:00+00:00,,,22,5
2024-07-13 00:00:00+00:00,,,3,2
2024-07-14 00:00:00+00:00,1.0,1.0,10,3
2024-07-15 00:00:00+00:00,8.0,3.0,10,3
