time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-03 00:00:00+00:00,6,3,3.0,1.0
2025-06-04 00:00:00+00:00,2,2,,
2025-06-05 00:00:00+00:00,2,2,5.0,3.0
2025-06-06 00:00:00+00:00,1,1,87.0,3.0
2025-06-07 00:00:00+00:00,2,2,6.0,3.0
2025-06-08 00:00:00+00:00,1,1,95.0,2.0
2025-06-09 00:00:00+00:00,4,2,2.0,2.0
2025-06-10 00:00:00+00:00,4,2,,
2025-06-11 00:00:00+00:00,6,6,1.0,1.0
2025-06-12 00:00:00+00:00,8,6,3.0,2.0
2025-06-13 00:00:00+00:00,10,8,3.0,1.0
2025-06-14 00:00:00+00:00,6,5,,
2025-06-15 00:00:00+00:00,2,2,6.0,1.0
2025-06-16 00:00:00+00:00,12,7,,
