time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-27 00:00:00+00:00,15,6,0,0
2026-04-28 00:00:00+00:00,22,8,0,0
2026-04-29 00:00:00+00:00,37,12,4,4
2026-04-30 00:00:00+00:00,29,10,5,5
2026-05-01 00:00:00+00:00,29,9,13,5
2026-05-02 00:00:00+00:00,27,8,4,4
2026-05-03 00:00:00+00:00,21,10,5,5
2026-05-04 00:00:00+00:00,22,8,0,0
2026-05-05 00:00:00+00:00,25,7,1,1
2026-05-06 00:00:00+00:00,22,6,3,1
2026-05-07 00:00:00+00:00,44,14,0,0
2026-05-08 00:00:00+00:00,12,7,1,1
2026-05-09 00:00:00+00:00,32,11,0,0
2026-05-10 00:00:00+00:00,19,6,2,1
